YYYY MM DD hh  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2004 12 15 07 999  5.3  9.2 99.00 99.00 99.00 999 1023.6  -4.8   8.0 999.0 99.0 99.00
2004 12 15 08 999  6.0  8.9 99.00 99.00 99.00 999 1024.0  -5.2   8.0 999.0 99.0 99.00
2004 12 15 09 999  5.5 10.4 99.00 99.00 99.00 999 1024.1  -5.0   8.1 999.0 99.0 99.00
2004 12 15 10 999  5.2  9.1 99.00 99.00 99.00 999 1024.5  -5.7   7.8 999.0 99.0 99.00
2004 12 15 11 999  6.4  9.2 99.00 99.00 99.00 999 1025.2  -6.1   7.8 999.0 99.0 99.00
2004 12 15 12 999  5.7  9.4 99.00 99.00 99.00 999 1025.7  -6.1   7.5 999.0 99.0 99.00
2004 12 15 13 999  6.4  9.6 99.00 99.00 99.00 999 1026.4  -5.2   7.1 999.0 99.0 99.00
2004 12 15 14 999  6.0  9.9 99.00 99.00 99.00 999 1026.9  -4.3   6.6 999.0 99.0 99.00
2004 12 15 15 999  5.9 10.5 99.00 99.00 99.00 999 1027.1  -3.8   5.4 999.0 99.0 99.00
2004 12 15 18 999  4.9  8.9 99.00 99.00 99.00 999 1025.5  -2.0   7.9 999.0 99.0 99.00
2004 12 15 19 999  3.6  9.8 99.00 99.00 99.00 999 1025.4  -1.3   7.9 999.0 99.0 99.00
2004 12 15 20 999  6.5  9.2 99.00 99.00 99.00 999 1025.7  -0.8   7.6 999.0 99.0 99.00
2004 12 15 21 999  6.1 10.0 99.00 99.00 99.00 999 1026.3  -1.4   7.7 999.0 99.0 99.00
2004 12 15 22 999  6.1 11.1 99.00 99.00 99.00 999 1027.5  -1.8   7.8 999.0 99.0 99.00
2004 12 16 03 999  3.7  7.1 99.00 99.00 99.00 999 1029.6  -3.5   6.5 999.0 99.0 99.00
2004 12 16 04 999  3.4  6.0 99.00 99.00 99.00 999 1029.8  -3.7   5.8 999.0 99.0 99.00
2004 12 16 05 999  2.3  6.1 99.00 99.00 99.00 999 1029.6  -4.0   5.4 999.0 99.0 99.00
2004 12 16 06 999  0.8  3.0 99.00 99.00 99.00 999 1029.3  -4.2   5.6 999.0 99.0 99.00
2004 12 16 07 999  2.3  4.8 99.00 99.00 99.00 999 1029.9  -4.6   7.6 999.0 99.0 99.00
2004 12 16 08 999  0.0  4.4 99.00 99.00 99.00 999 1029.9  -4.5   7.6 999.0 99.0 99.00
2004 12 16 09 999  0.1  2.4 99.00 99.00 99.00 999 1029.7  -4.5   7.0 999.0 99.0 99.00
2004 12 16 10 999  2.5  3.8 99.00 99.00 99.00 999 1029.8  -4.1   6.5 999.0 99.0 99.00
2004 12 16 11 999  0.2  3.4 99.00 99.00 99.00 999 1029.5  -2.8   6.8 999.0 99.0 99.00
2004 12 16 12 999  4.1  5.9 99.00 99.00 99.00 999 1029.8  -2.1   6.6 999.0 99.0 99.00
2004 12 16 14 999  3.6  5.0 99.00 99.00 99.00 999 1029.9   1.5   6.1 999.0 99.0 99.00
2004 12 16 15 999  5.5  7.4 99.00 99.00 99.00 999 1029.8   3.0   5.8 999.0 99.0 99.00
2004 12 16 16 999  8.5  9.9 99.00 99.00 99.00 999 1028.8   4.0   6.1 999.0 99.0 99.00
2004 12 16 17 999  8.9 10.6 99.00 99.00 99.00 999 1027.3   4.2   6.1 999.0 99.0 99.00
2004 12 16 18 999  8.2 10.7 99.00 99.00 99.00 999 1026.5   4.6   6.0 999.0 99.0 99.00
2004 12 16 19 999  7.5 10.7 99.00 99.00 99.00 999 1025.8   4.5   6.1 999.0 99.0 99.00
2004 12 16 20 999  6.7  9.9 99.00 99.00 99.00 999 1025.2   4.6   6.4 999.0 99.0 99.00
2004 12 16 21 999  6.9  9.3 99.00 99.00 99.00 999 1025.0   4.3   6.5 999.0 99.0 99.00
2004 12 16 22 999  6.2  7.8 99.00 99.00 99.00 999 1024.7   4.0   6.4 999.0 99.0 99.00
2004 12 16 23 999  6.1  7.6 99.00 99.00 99.00 999 1024.5   4.0   6.4 999.0 99.0 99.00
2004 12 17 00 999  6.6  9.6 99.00 99.00 99.00 999 1024.2   4.7   6.3 999.0 99.0 99.00
2004 12 17 01 999  8.3 10.9 99.00 99.00 99.00 999 1023.2   5.1   6.3 999.0 99.0 99.00
2004 12 17 02 999  8.9 10.4 99.00 99.00 99.00 999 1022.7   5.8   6.2 999.0 99.0 99.00
2004 12 17 03 999  7.9 10.4 99.00 99.00 99.00 999 1022.6   5.8   6.4 999.0 99.0 99.00
2004 12 17 04 999  8.4 11.0 99.00 99.00 99.00 999 1022.2   5.8   6.3 999.0 99.0 99.00
2004 12 17 05 999  7.2 11.0 99.00 99.00 99.00 999 1021.3   6.0   6.1 999.0 99.0 99.00
2004 12 17 06 999  7.1 10.7 99.00 99.00 99.00 999 1020.1   6.0   6.0 999.0 99.0 99.00
2004 12 17 07 999 10.4 12.7 99.00 99.00 99.00 999 1019.4   6.7   5.9 999.0 99.0 99.00
2004 12 17 08 999  9.0 14.4 99.00 99.00 99.00 999 1018.5   7.2   6.0 999.0 99.0 99.00
2004 12 17 09 999  9.4 16.1 99.00 99.00 99.00 999 1017.7   7.7   6.1 999.0 99.0 99.00
2004 12 17 10 999  8.5 14.1 99.00 99.00 99.00 999 1017.2   7.2   6.0 999.0 99.0 99.00
2004 12 17 11 999  9.0 13.0 99.00 99.00 99.00 999 1017.7   6.5   6.0 999.0 99.0 99.00
2004 12 17 12 999  6.9  8.7 99.00 99.00 99.00 999 1018.5   5.2   6.0 999.0 99.0 99.00
2004 12 17 13 999  5.3  7.2 99.00 99.00 99.00 999 1018.5   4.4   6.5 999.0 99.0 99.00
2004 12 17 14 999  5.7  7.2 99.00 99.00 99.00 999 1018.7   5.8   6.6 999.0 99.0 99.00
2004 12 17 15 999  6.6 10.4 99.00 99.00 99.00 999 1018.7   6.7   6.7 999.0 99.0 99.00
2004 12 17 16 999  6.0  9.4 99.00 99.00 99.00 999 1018.4   7.2   6.7 999.0 99.0 99.00
2004 12 17 17 999  8.3 11.4 99.00 99.00 99.00 999 1018.2   7.5   6.9 999.0 99.0 99.00
2004 12 17 18 999  4.7 10.6 99.00 99.00 99.00 999 1018.1   7.6   6.2 999.0 99.0 99.00
2004 12 17 19 999  5.6  8.4 99.00 99.00 99.00 999 1018.7   7.4   6.2 999.0 99.0 99.00
2004 12 17 20 999  6.7 10.5 99.00 99.00 99.00 999 1019.7   5.8   6.9 999.0 99.0 99.00
2004 12 17 21 999  6.5 10.3 99.00 99.00 99.00 999 1020.7   4.5   7.0 999.0 99.0 99.00
2004 12 17 22 999  6.5 12.9 99.00 99.00 99.00 999 1022.2   3.0   7.1 999.0 99.0 99.00
2004 12 17 23 999  6.0 10.6 99.00 99.00 99.00 999 1023.4   2.2   7.0 999.0 99.0 99.00
2004 12 18 00 999  5.1 10.7 99.00 99.00 99.00 999 1024.3   1.3   6.8 999.0 99.0 99.00
2004 12 18 01 999  3.8  8.8 99.00 99.00 99.00 999 1025.4   0.5   6.7 999.0 99.0 99.00
2004 12 18 02 999  4.1  5.6 99.00 99.00 99.00 999 1026.0   0.0   6.8 999.0 99.0 99.00
2004 12 18 03 999  2.7  6.5 99.00 99.00 99.00 999 1026.9  -0.2   6.7 999.0 99.0 99.00
2004 12 18 04 999  4.5  7.0 99.00 99.00 99.00 999 1027.0  -0.8   6.7 999.0 99.0 99.00
2004 12 18 10 999  1.6  3.6 99.00 99.00 99.00 999 1027.1  -3.4   7.6 999.0 99.0 99.00
2004 12 18 11 999  0.5  1.6 99.00 99.00 99.00 999 1027.0  -3.6   7.5 999.0 99.0 99.00
2004 12 18 12 999  1.0  3.3 99.00 99.00 99.00 999 1027.1  -3.6   7.4 999.0 99.0 99.00
2004 12 18 13 999  0.9  3.5 99.00 99.00 99.00 999 1027.0  -2.0   7.3 999.0 99.0 99.00
2004 12 18 14 999  0.0  2.1 99.00 99.00 99.00 999 1027.0   0.0   7.2 999.0 99.0 99.00
2004 12 18 15 999  0.0  2.9 99.00 99.00 99.00 999 1026.8   1.5   7.1 999.0 99.0 99.00
2004 12 18 16 999  1.6  3.4 99.00 99.00 99.00 999 1025.2   2.3   6.5 999.0 99.0 99.00
2004 12 18 17 999  1.5  4.4 99.00 99.00 99.00 999 1023.6   3.3   6.6 999.0 99.0 99.00
2004 12 18 18 999  2.5  4.4 99.00 99.00 99.00 999 1022.8   3.6   6.5 999.0 99.0 99.00
2004 12 18 19 999  2.6  3.6 99.00 99.00 99.00 999 1022.1   3.8   6.3 999.0 99.0 99.00
2004 12 18 20 999  2.0  4.4 99.00 99.00 99.00 999 1021.5   4.2   6.2 999.0 99.0 99.00
2004 12 18 21 999  3.5  4.3 99.00 99.00 99.00 999 1021.5   4.1   7.7 999.0 99.0 99.00
2004 12 18 22 999  1.8  2.9 99.00 99.00 99.00 999 1020.0   3.6   7.7 999.0 99.0 99.00
2004 12 18 23 999  1.6  3.1 99.00 99.00 99.00 999 1019.9   2.9   7.5 999.0 99.0 99.00
2004 12 19 00 999  1.2  4.1 99.00 99.00 99.00 999 1019.2   2.5   7.2 999.0 99.0 99.00
2004 12 19 01 999  3.1  5.8 99.00 99.00 99.00 999 1017.7   2.4   7.5 999.0 99.0 99.00
2004 12 19 02 999  3.5  5.5 99.00 99.00 99.00 999 1016.7   2.6   7.4 999.0 99.0 99.00
2004 12 19 03 999  2.7  5.6 99.00 99.00 99.00 999 1015.9   2.7   6.8 999.0 99.0 99.00
2004 12 19 04 999  1.9  3.1 99.00 99.00 99.00 999 1015.2   2.7   6.9 999.0 99.0 99.00
2004 12 19 05 999  3.5  5.5 99.00 99.00 99.00 999 1013.7   2.7   7.0 999.0 99.0 99.00
2004 12 19 06 999  4.5  5.8 99.00 99.00 99.00 999 1011.7   2.5   7.0 999.0 99.0 99.00
2004 12 19 07 999  5.0  7.2 99.00 99.00 99.00 999 1010.8   2.8   7.2 999.0 99.0 99.00
2004 12 19 08 999  4.6  7.2 99.00 99.00 99.00 999 1009.9   2.5   7.8 999.0 99.0 99.00
2004 12 19 09 999  4.3  7.3 99.00 99.00 99.00 999 1009.5   1.8   7.9 999.0 99.0 99.00
2004 12 19 10 999  5.5  8.0 99.00 99.00 99.00 999 1009.2   0.6   7.6 999.0 99.0 99.00
2004 12 19 11 999  4.5  8.0 99.00 99.00 99.00 999 1009.0   0.6   7.9 999.0 99.0 99.00
2004 12 19 12 999  4.1  6.5 99.00 99.00 99.00 999 1009.3   1.3   7.9 999.0 99.0 99.00
2004 12 19 13 999  2.1  4.2 99.00 99.00 99.00 999 1008.7   2.6   7.9 999.0 99.0 99.00
2004 12 19 14 999  2.9  4.1 99.00 99.00 99.00 999 1009.5   2.7   7.8 999.0 99.0 99.00
2004 12 19 15 999  1.9  3.7 99.00 99.00 99.00 999 1009.7   3.0   7.8 999.0 99.0 99.00
2004 12 19 16 999  0.0  3.4 99.00 99.00 99.00 999 1008.7   7.0   7.7 999.0 99.0 99.00
2004 12 19 17 999  0.0 99.0 99.00 99.00 99.00 999 1007.6   6.3   7.6 999.0 99.0 99.00
2004 12 19 18 999  2.9  4.2 99.00 99.00 99.00 999 1007.1   4.4   7.4 999.0 99.0 99.00
2004 12 19 19 999  4.0  5.2 99.00 99.00 99.00 999 1006.6   4.6   7.4 999.0 99.0 99.00
2004 12 19 20 999  1.7  2.9 99.00 99.00 99.00 999 1006.5   5.3   7.2 999.0 99.0 99.00
2004 12 19 21 999  1.1  3.7 99.00 99.00 99.00 999 1006.5   5.5   7.0 999.0 99.0 99.00
2004 12 19 22 999  0.0 99.0 99.00 99.00 99.00 999 1006.3   5.3   7.2 999.0 99.0 99.00
2004 12 19 23 999  0.0 99.0 99.00 99.00 99.00 999 1006.4   5.4   7.1 999.0 99.0 99.00
2004 12 20 00 999  0.0 99.0 99.00 99.00 99.00 999 1005.6   5.2   7.1 999.0 99.0 99.00
2004 12 20 01 999  0.0 99.0 99.00 99.00 99.00 999 1005.2   4.9   7.2 999.0 99.0 99.00
2004 12 20 02 999  0.5  2.5 99.00 99.00 99.00 999 1004.2   4.8   7.2 999.0 99.0 99.00
2004 12 20 03 999  0.0  2.8 99.00 99.00 99.00 999 1002.7   4.4   7.1 999.0 99.0 99.00
2004 12 20 07 999  2.8  4.5 99.00 99.00 99.00 999 1000.6   4.1   7.0 999.0 99.0 99.00
2004 12 20 08 999  5.0  8.0 99.00 99.00 99.00 999 1000.5   1.8   6.8 999.0 99.0 99.00
2004 12 20 09 999  7.1 10.5 99.00 99.00 99.00 999  999.8  -0.3   7.8 999.0 99.0 99.00
2004 12 20 10 999  7.3 12.8 99.00 99.00 99.00 999  999.8  -1.1   7.8 999.0 99.0 99.00
2004 12 20 11 999  6.4 10.3 99.00 99.00 99.00 999 1000.9  -2.1   7.6 999.0 99.0 99.00
2004 12 20 12 999  8.0 13.3 99.00 99.00 99.00 999 1001.8  -3.7   7.7 999.0 99.0 99.00
2004 12 20 13 999  9.4 13.5 99.00 99.00 99.00 999 1002.8  -5.4   7.2 999.0 99.0 99.00
2004 12 20 14 999  7.5 15.8 99.00 99.00 99.00 999 1003.2  -6.5   7.0 999.0 99.0 99.00
2004 12 20 17 999  7.6 14.2 99.00 99.00 99.00 999 1002.4  -7.3   6.6 999.0 99.0 99.00
2004 12 20 18 999  6.7 14.1 99.00 99.00 99.00 999 1002.7 999.0   6.5 999.0 99.0 99.00
2004 12 20 19 999  7.3 12.3 99.00 99.00 99.00 999 1004.1 999.0   6.2 999.0 99.0 99.00
2004 12 20 20 999  7.2 13.8 99.00 99.00 99.00 999 1005.4 999.0   6.7 999.0 99.0 99.00
2004 12 20 21 999  7.5 12.2 99.00 99.00 99.00 999 1007.1 999.0   5.8 999.0 99.0 99.00
2004 12 20 22 999  9.2 16.2 99.00 99.00 99.00 999 1008.2 999.0   6.1 999.0 99.0 99.00
2004 12 20 23 999  9.0 15.2 99.00 99.00 99.00 999 1010.1 999.0   5.6 999.0 99.0 99.00
2004 12 21 00 999  9.4 14.7 99.00 99.00 99.00 999 1011.2 999.0   5.5 999.0 99.0 99.00
2004 12 21 01 999  7.0 14.2 99.00 99.00 99.00 999 1013.1 999.0   5.3 999.0 99.0 99.00
2004 12 21 02 999  5.9 14.1 99.00 99.00 99.00 999 1014.7 999.0   5.3 999.0 99.0 99.00
2004 12 21 03 999  7.9 12.8 99.00 99.00 99.00 999 1014.6 999.0   5.1 999.0 99.0 99.00
2004 12 21 04 999  7.9 12.4 99.00 99.00 99.00 999 1015.4 999.0   5.1 999.0 99.0 99.00
2004 12 21 05 999  7.7 10.6 99.00 99.00 99.00 999 1016.4 999.0   4.9 999.0 99.0 99.00
2004 12 21 06 999  4.2 10.1 99.00 99.00 99.00 999 1016.8 999.0   4.7 999.0 99.0 99.00
2004 12 21 07 999  4.1  9.5 99.00 99.00 99.00 999 1018.0 999.0   4.7 999.0 99.0 99.00
2004 12 21 08 999  5.8  8.6 99.00 99.00 99.00 999 1019.2 999.0   3.9 999.0 99.0 99.00
2004 12 21 09 999  4.5  8.7 99.00 99.00 99.00 999 1019.7 999.0   3.5 999.0 99.0 99.00
2004 12 21 10 999  4.4  7.3 99.00 99.00 99.00 999 1021.2 999.0   3.5 999.0 99.0 99.00
2004 12 21 11 999  4.0  7.3 99.00 99.00 99.00 999 1021.8 999.0   3.8 999.0 99.0 99.00
2004 12 21 12 999  4.8  6.4 99.00 99.00 99.00 999 1022.3 999.0   3.6 999.0 99.0 99.00
2004 12 21 13 999  4.4  6.0 99.00 99.00 99.00 999 1022.2 999.0   3.9 999.0 99.0 99.00
2004 12 21 14 999  2.6  6.2 99.00 99.00 99.00 999 1022.7  -9.0   3.7 999.0 99.0 99.00
2004 12 21 15 999  1.2  2.6 99.00 99.00 99.00 999 1022.3  -7.0   3.8 999.0 99.0 99.00
2004 12 21 16 999  3.8  5.1 99.00 99.00 99.00 999 1021.5  -5.6   3.5 999.0 99.0 99.00
2004 12 21 17 999  4.2  5.7 99.00 99.00 99.00 999 1020.5  -2.9   3.8 999.0 99.0 99.00
2004 12 21 18 999  6.3  9.5 99.00 99.00 99.00 999 1019.7  -0.8   4.3 999.0 99.0 99.00
2004 12 21 19 999  5.3  7.8 99.00 99.00 99.00 999 1018.8   0.4   4.5 999.0 99.0 99.00
2004 12 21 20 999  4.0  6.5 99.00 99.00 99.00 999 1018.7   0.9   4.8 999.0 99.0 99.00
2004 12 21 21 999  3.7  6.6 99.00 99.00 99.00 999 1018.5   2.3   5.0 999.0 99.0 99.00
2004 12 21 22 999  2.1  4.5 99.00 99.00 99.00 999 1018.9   2.4   4.0 999.0 99.0 99.00
2004 12 21 23 999  2.6  4.1 99.00 99.00 99.00 999 1019.4   3.8   4.1 999.0 99.0 99.00
2004 12 22 00 999  3.0  4.1 99.00 99.00 99.00 999 1020.2   3.4   4.0 999.0 99.0 99.00
2004 12 22 01 999  4.4  5.5 99.00 99.00 99.00 999 1021.0   3.5   4.2 999.0 99.0 99.00
2004 12 22 02 999  4.7  7.0 99.00 99.00 99.00 999 1021.9   2.5   4.3 999.0 99.0 99.00
2004 12 22 03 999  4.6  6.8 99.00 99.00 99.00 999 1022.6   2.2   4.4 999.0 99.0 99.00
2004 12 22 04 999  2.5  6.8 99.00 99.00 99.00 999 1023.4   1.5   4.4 999.0 99.0 99.00
2004 12 22 05 999  2.4  3.8 99.00 99.00 99.00 999 1023.9   1.0   4.5 999.0 99.0 99.00
2004 12 22 06 999  0.0  3.0 99.00 99.00 99.00 999 1024.5   0.7   4.4 999.0 99.0 99.00
2004 12 22 07 999  1.9  3.8 99.00 99.00 99.00 999 1025.0   0.6   4.6 999.0 99.0 99.00
2004 12 22 08 999  0.0  4.5 99.00 99.00 99.00 999 1025.4   1.1   4.8 999.0 99.0 99.00
2004 12 22 09 999  3.0  3.5 99.00 99.00 99.00 999 1025.5   1.2   4.4 999.0 99.0 99.00
2004 12 22 10 999  0.0  3.3 99.00 99.00 99.00 999 1025.9   0.5   4.5 999.0 99.0 99.00
2004 12 22 11 999  0.0 99.0 99.00 99.00 99.00 999 1026.4  -0.1   4.3 999.0 99.0 99.00
2004 12 22 12 999  0.0 99.0 99.00 99.00 99.00 999 1027.0   1.3   4.6 999.0 99.0 99.00
2004 12 22 13 999  0.1  2.9 99.00 99.00 99.00 999 1027.2   3.9   5.7 999.0 99.0 99.00
2004 12 22 14 999  0.0 99.0 99.00 99.00 99.00 999 1027.9   8.3   6.8 999.0 99.0 99.00
2004 12 22 15 999  0.0 99.0 99.00 99.00 99.00 999 1028.4   6.8   6.5 999.0 99.0 99.00
2004 12 22 16 999  5.0  7.0 99.00 99.00 99.00 999 1027.8   8.6   6.7 999.0 99.0 99.00
2004 12 22 17 999  5.9  7.4 99.00 99.00 99.00 999 1027.3   8.8   6.2 999.0 99.0 99.00
2004 12 22 18 999  4.4  6.9 99.00 99.00 99.00 999 1027.2   9.0   6.0 999.0 99.0 99.00
2004 12 22 19 999  5.2  7.5 99.00 99.00 99.00 999 1026.9   9.4   6.2 999.0 99.0 99.00
2004 12 22 20 999  5.4  8.9 99.00 99.00 99.00 999 1026.9   9.7   6.3 999.0 99.0 99.00
2004 12 22 21 999  4.4  6.9 99.00 99.00 99.00 999 1026.8   9.1   6.2 999.0 99.0 99.00
2004 12 22 22 999  4.3  6.6 99.00 99.00 99.00 999 1027.6   9.0   6.0 999.0 99.0 99.00
2004 12 22 23 999  5.5  7.3 99.00 99.00 99.00 999 1027.7   9.0   6.0 999.0 99.0 99.00
2004 12 23 00 999  5.5  7.7 99.00 99.00 99.00 999 1027.5   9.2   6.0 999.0 99.0 99.00
2004 12 23 01 999  4.3  7.8 99.00 99.00 99.00 999 1028.0   9.2   6.0 999.0 99.0 99.00
2004 12 23 02 999  5.5  6.6 99.00 99.00 99.00 999 1028.1   9.1   6.0 999.0 99.0 99.00
2004 12 23 03 999  5.7  7.8 99.00 99.00 99.00 999 1027.5   9.5   6.0 999.0 99.0 99.00
2004 12 23 04 999  4.1  5.7 99.00 99.00 99.00 999 1027.4   9.4   6.0 999.0 99.0 99.00
2004 12 23 05 999  4.5  7.8 99.00 99.00 99.00 999 1026.9   9.4   6.4 999.0 99.0 99.00
2004 12 23 06 999  6.7  9.0 99.00 99.00 99.00 999 1026.2  10.0   6.2 999.0 99.0 99.00
2004 12 23 07 999  6.1  9.3 99.00 99.00 99.00 999 1026.0  10.0   6.2 999.0 99.0 99.00
2004 12 23 08 999  7.0  9.2 99.00 99.00 99.00 999 1026.0  10.4   6.3 999.0 99.0 99.00
2004 12 23 09 999  7.4 11.2 99.00 99.00 99.00 999 1025.5  11.2   6.3 999.0 99.0 99.00
2004 12 23 10 999  7.8 12.2 99.00 99.00 99.00 999 1024.8  11.4   6.3 999.0 99.0 99.00
2004 12 23 11 999  7.8 10.3 99.00 99.00 99.00 999 1024.4  11.3   6.4 999.0 99.0 99.00
2004 12 23 12 999  7.2 12.4 99.00 99.00 99.00 999 1023.7  10.4   6.5 999.0 99.0 99.00
2004 12 23 13 999  7.8 10.8 99.00 99.00 99.00 999 1023.3  10.4   6.5 999.0 99.0 99.00
2004 12 23 14 999  7.3 11.3 99.00 99.00 99.00 999 1022.8  10.3   6.5 999.0 99.0 99.00
2004 12 23 15 999  7.6 10.7 99.00 99.00 99.00 999 1021.9  10.9   6.6 999.0 99.0 99.00
2004 12 23 16 999  8.5 11.8 99.00 99.00 99.00 999 1020.4  11.7   6.6 999.0 99.0 99.00
2004 12 23 17 999 10.8 15.2 99.00 99.00 99.00 999 1017.5  13.2   6.7 999.0 99.0 99.00
2004 12 23 18 999  8.5 14.7 99.00 99.00 99.00 999 1016.3  11.1   6.8 999.0 99.0 99.00
2004 12 23 19 999  8.8 13.4 99.00 99.00 99.00 999 1014.9  11.8   7.0 999.0 99.0 99.00
2004 12 23 20 999 10.2 13.0 99.00 99.00 99.00 999 1013.7  12.1   7.1 999.0 99.0 99.00
2004 12 23 21 999 11.2 15.1 99.00 99.00 99.00 999 1012.8  12.6   7.2 999.0 99.0 99.00
2004 12 23 22 999 12.4 17.5 99.00 99.00 99.00 999 1011.5  12.9   7.2 999.0 99.0 99.00
2004 12 23 23 999 13.4 16.1 99.00 99.00 99.00 999 1009.9  12.8   7.2 999.0 99.0 99.00
2004 12 24 00 999 12.7 18.3 99.00 99.00 99.00 999 1008.7  12.8   7.3 999.0 99.0 99.00
2004 12 24 01 999 11.3 17.1 99.00 99.00 99.00 999 1009.2  13.0   7.3 999.0 99.0 99.00
2004 12 24 02 999 13.1 17.2 99.00 99.00 99.00 999 1008.4  12.6   7.4 999.0 99.0 99.00
2004 12 24 03 999  5.6 17.3 99.00 99.00 99.00 999 1009.4   9.8   7.5 999.0 99.0 99.00
2004 12 24 04 999  3.3  6.6 99.00 99.00 99.00 999 1009.7   8.8   7.5 999.0 99.0 99.00
2004 12 24 05 999  4.7  5.8 99.00 99.00 99.00 999 1009.9   9.7   7.5 999.0 99.0 99.00
2004 12 24 06 999  3.2  4.4 99.00 99.00 99.00 999 1010.4   9.1   7.4 999.0 99.0 99.00
2004 12 24 07 999  5.6  9.2 99.00 99.00 99.00 999 1011.7   5.8   7.5 999.0 99.0 99.00
2004 12 24 08 999  4.9  8.8 99.00 99.00 99.00 999 1013.8   4.4   7.4 999.0 99.0 99.00
2004 12 24 09 999  6.8  9.6 99.00 99.00 99.00 999 1013.7   3.2   7.4 999.0 99.0 99.00
2004 12 24 10 999  7.3 12.5 99.00 99.00 99.00 999 1014.8   2.2   7.4 999.0 99.0 99.00
2004 12 24 11 999  8.0 12.0 99.00 99.00 99.00 999 1016.3   1.2   7.4 999.0 99.0 99.00
2004 12 24 12 999  5.1  8.3 99.00 99.00 99.00 999 1017.3   0.9   7.3 999.0 99.0 99.00
2004 12 24 13 999  5.2  9.0 99.00 99.00 99.00 999 1017.8   0.7   7.3 999.0 99.0 99.00
2004 12 24 14 999  6.4 12.2 99.00 99.00 99.00 999 1018.5   0.8   7.3 999.0 99.0 99.00
2004 12 24 15 999  5.6  8.7 99.00 99.00 99.00 999 1019.0   1.1   7.2 999.0 99.0 99.00
2004 12 24 16 999  4.2  6.9 99.00 99.00 99.00 999 1019.0   1.3   7.2 999.0 99.0 99.00
2004 12 24 17 999  3.8  7.5 99.00 99.00 99.00 999 1018.9   1.5   7.3 999.0 99.0 99.00
2004 12 24 18 999  4.7  7.0 99.00 99.00 99.00 999 1018.5   1.8   7.2 999.0 99.0 99.00
2004 12 24 19 999  4.2  6.7 99.00 99.00 99.00 999 1018.8   2.1   7.3 999.0 99.0 99.00
2004 12 24 20 999  3.6  6.1 99.00 99.00 99.00 999 1018.9   2.0   7.1 999.0 99.0 99.00
2004 12 24 21 999  4.4  7.2 99.00 99.00 99.00 999 1019.0   1.7   7.2 999.0 99.0 99.00
2004 12 24 22 999  4.4  6.7 99.00 99.00 99.00 999 1019.5   1.5   6.9 999.0 99.0 99.00
2004 12 24 23 999  3.4  7.2 99.00 99.00 99.00 999 1019.8   1.2   7.0 999.0 99.0 99.00
2004 12 25 00 999  3.7  6.4 99.00 99.00 99.00 999 1020.6   1.0   6.4 999.0 99.0 99.00
2004 12 25 01 999  0.5  4.5 99.00 99.00 99.00 999 1020.6   0.8   6.3 999.0 99.0 99.00
2004 12 25 02 999  1.6  4.6 99.00 99.00 99.00 999 1021.0   1.0   7.0 999.0 99.0 99.00
2004 12 25 03 999  0.0  3.9 99.00 99.00 99.00 999 1021.0   0.6   7.1 999.0 99.0 99.00
2004 12 25 04 999  4.3  5.9 99.00 99.00 99.00 999 1021.4   0.3   7.0 999.0 99.0 99.00
2004 12 25 05 999  2.9  7.6 99.00 99.00 99.00 999 1021.4  -0.4   6.9 999.0 99.0 99.00
2004 12 25 06 999  4.3  6.5 99.00 99.00 99.00 999 1021.4  -0.5   6.9 999.0 99.0 99.00
2004 12 25 07 999  3.5  5.3 99.00 99.00 99.00 999 1021.7  -1.0   6.9 999.0 99.0 99.00
2004 12 25 08 999  3.4  4.3 99.00 99.00 99.00 999 1022.1  -1.5   6.7 999.0 99.0 99.00
2004 12 25 09 999  3.6  5.1 99.00 99.00 99.00 999 1022.0  -1.9   6.5 999.0 99.0 99.00
2004 12 25 10 999  2.7  6.3 99.00 99.00 99.00 999 1022.8  -1.9   6.6 999.0 99.0 99.00
2004 12 25 11 999  1.9  4.6 99.00 99.00 99.00 999 1023.4  -2.7   6.3 999.0 99.0 99.00
2004 12 25 12 999  2.9  4.7 99.00 99.00 99.00 999 1023.9  -2.4   6.3 999.0 99.0 99.00
2004 12 25 13 999  1.8  6.0 99.00 99.00 99.00 999 1024.7  -1.6   6.4 999.0 99.0 99.00
2004 12 25 14 999  3.5  6.0 99.00 99.00 99.00 999 1025.6  -0.7   7.0 999.0 99.0 99.00
2004 12 25 15 999  5.3  8.0 99.00 99.00 99.00 999 1025.6  -0.8   7.2 999.0 99.0 99.00
2004 12 25 16 999  5.3  8.6 99.00 99.00 99.00 999 1025.4  -0.2   7.2 999.0 99.0 99.00
2004 12 25 17 999  5.1  6.9 99.00 99.00 99.00 999 1024.9  -0.6   7.1 999.0 99.0 99.00
2004 12 25 18 999  4.4  7.2 99.00 99.00 99.00 999 1024.6   0.6   6.9 999.0 99.0 99.00
2004 12 25 19 999  4.1  7.1 99.00 99.00 99.00 999 1024.7   1.0   7.0 999.0 99.0 99.00
2004 12 25 20 999  3.9  5.6 99.00 99.00 99.00 999 1025.1   1.4   6.9 999.0 99.0 99.00
2004 12 25 21 999  3.3  5.6 99.00 99.00 99.00 999 1025.4   0.5   6.8 999.0 99.0 99.00
2004 12 25 22 999  3.5  5.9 99.00 99.00 99.00 999 1026.3   0.1   6.8 999.0 99.0 99.00
